ID,fakenews1,fakenews2,fakenews3,fnsce_press,fnsce_politician,fnsce_citizen,fnsce_enemy,fnsce_ngo,fnsce_mag,fnsce_tv,fnsce_internet,fnsce_mobile,fnsce_nbr,fndt_gov,fndt_con,fndt_dem,fndt_pln,fndt_press,fn_self,fn_other,fncheck_friend,fncheck_book,fncheck_expert,fncheck_factcheck,fnrespond1,fnrespond_2,fnrespond_3,fnrespond_4,fn_edu,v_o_1,v_o_2,v_o_3,v_o_4,v_o_5,v_o_6,fc,fc_usage,fc_power,tfc,tfc_power,fnresponsibility_src,fnresponsibility_press,fnresponsibility_official,fnresponsibility_platform,fnresponsibility_citizen,fnlaws,fn_gov,fn_tech,party,pan,city,sex,age,edu,job,job_other,incomelevel,classlevel,monthincome_self,monthincome_family,father,father_other,mother,mother_other,partner,partner_other,carlis,motorlis,CDC,vaccines,@2024president,dppscore,kmtscore,tppscore,nppscore,tspscore,pfpscore,npscore,tsaiscore,laiscore,chuscore,houscore,koscore,usascore,chinascore,taiwanese,chinese,ethic,sovereignty,cultrue,fakenews_indicator
KLCVNTL,1,1,2,1,2,1,3,2,1,1,2,1,2,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,3,1,1,0,0,1,1,1,1.0,2.0,0,,3,3,3,3,2,3,0,0,0.0,1,2,0,7,2,10,12,6.0,6.0,4,4,7,5,7,5,6,3,0,1,0,0,3.0,1.0,8.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,7.0,6.0,5.0,3,1,1,3,2,4
HDRBGVM,1,1,3,2,2,3,3,1,1,2,3,3,2,1,1,2,1,0,1,2,0,0,1,1,1,1,0,0,3,1,1,1,1,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,3,0,0,5.0,2,3,1,6,3,0,12,6.0,6.0,8,10,7,5,7,5,8,3,0,0,0,3,4.0,8.0,1.0,5.0,6.0,7.0,3.0,1.0,9.0,9.0,1.0,9.0,3.0,9.0,1.0,3,0,1,4,1,2
DJIXYNT,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,,2.0,0,,2,3,3,3,2,2,0,0,5.0,2,3,0,8,2,5,12,1.0,5.0,7,8,7,5,7,5,8,3,0,1,0,3,,6.0,2.0,2.0,5.0,5.0,1.0,1.0,8.0,8.0,2.0,4.0,3.0,6.0,2.0,3,1,0,4,2,2
TIOGZHA,1,2,3,1,0,1,1,0,0,2,3,3,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,2.0,2.0,1,,2,2,2,2,2,3,0,0,6.0,2,20,1,4,2,2,12,3.0,3.0,6,8,7,5,7,5,6,3,0,0,0,3,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,4,2,4
ADTSFNP,1,1,2,2,3,1,2,1,1,2,3,2,1,0,0,1,0,0,2,3,1,1,1,0,1,1,0,0,2,0,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,2,2,2,0,0,6.0,2,14,0,4,2,2,12,2.0,2.0,6,10,6,5,7,5,6,3,0,0,1,2,,5.0,4.0,5.0,5.0,5.0,2.0,2.0,5.0,6.0,1.0,5.0,5.0,7.0,1.0,2,0,1,4,1,3
YYHSXHN,1,2,3,2,1,1,1,0,0,2,3,2,1,1,0,1,0,0,1,2,1,0,1,0,1,0,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,2,3,2,2,0,0,5.0,3,14,1,10,1,7,12,2.0,5.0,7,10,0,5,0,5,8,3,0,0,1,1,8.0,8.0,1.0,2.0,6.0,8.0,5.0,1.0,10.0,9.0,2.0,5.0,2.0,8.0,1.0,2,0,0,4,2,2
XDSEZSP,1,1,2,2,2,3,2,2,1,1,3,1,2,1,1,1,0,0,1,2,1,1,1,1,1,1,0,1,3,1,1,1,0,0,0,1,2.0,2.0,0,,3,3,3,3,3,3,1,1,6.0,2,1,0,4,2,5,12,5.0,7.0,7,6,7,5,7,5,8,3,0,0,1,3,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,8.0,9.0,10.0,7.0,4.0,3,2,1,4,2,4
VLCIBUE,1,1,2,1,2,2,2,2,1,2,2,2,1,0,1,1,0,0,2,2,1,1,1,1,1,1,0,1,2,0,0,0,0,1,0,1,1.0,1.0,0,,2,3,3,2,2,2,0,0,6.0,1,20,0,5,2,0,12,5.0,5.0,6,8,7,5,7,5,8,3,1,0,1,2,,4.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,8.0,3.0,2,1,1,3,2,4
KSMJBGU,1,3,3,3,3,2,3,2,3,1,3,3,2,0,0,0,0,0,2,3,1,0,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,3,0,0,6.0,2,20,1,1,2,9,12,4.0,4.0,6,3,7,5,7,5,6,3,0,0,1,3,1.0,6.0,1.0,7.0,7.0,7.0,5.0,1.0,5.0,6.0,1.0,9.0,8.0,6.0,1.0,3,0,0,3,2,3
SCPNGCV,1,2,2,2,2,2,3,2,1,2,3,3,2,0,1,0,0,0,2,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,2,1,1,6.0,2,1,0,4,2,0,12,4.0,3.0,6,9,0,5,7,5,6,3,0,0,0,0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,4.0,7.0,8.0,2.0,3,1,0,4,2,4
VDLVUPC,1,2,2,2,2,1,3,2,2,3,3,1,2,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,3,1,1,1,0,0,0,0,,2.0,0,,3,3,3,3,2,3,0,0,6.0,3,3,0,1,2,6,12,4.0,4.0,6,9,7,5,7,5,6,3,0,0,1,2,2.0,3.0,1.0,5.0,8.0,2.0,4.0,1.0,7.0,7.0,5.0,10.0,7.0,8.0,2.0,3,0,0,4,1,4
MKDEUDF,1,1,2,2,2,1,2,2,2,3,3,3,1,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,1,1,1,0,1,0,1,1.0,2.0,1,2.0,3,3,3,3,2,2,0,0,5.0,2,8,0,7,4,3,12,4.0,4.0,8,5,7,5,7,5,8,3,0,0,0,3,4.0,7.0,1.0,2.0,5.0,6.0,1.0,1.0,8.0,8.0,1.0,4.0,1.0,3.0,2.0,3,1,0,4,1,4
KNKUGOP,1,1,2,2,1,2,3,2,1,2,3,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,0,1.0,1.0,0,,1,2,2,2,2,2,0,0,5.0,3,1,1,2,3,2,12,6.0,6.0,8,8,7,5,7,5,8,3,0,0,0,2,4.0,9.0,1.0,4.0,5.0,5.0,4.0,1.0,10.0,10.0,2.0,6.0,2.0,9.0,1.0,3,0,1,4,2,4
MCQLDEV,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,0,0,1,1,1,1,0,0,2,1,1,1,1,0,1,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,5.0,3,12,1,8,4,2,12,6.0,6.0,10,0,7,5,7,5,8,3,0,0,1,3,4.0,9.0,1.0,1.0,6.0,10.0,1.0,1.0,10.0,10.0,1.0,2.0,1.0,6.0,1.0,3,0,1,4,2,2
TTZHEYC,1,1,2,2,3,1,1,1,2,2,3,3,1,0,0,0,0,0,2,2,1,1,1,1,1,1,0,0,2,0,1,0,0,1,0,1,1.0,1.0,1,2.0,2,2,3,2,2,2,0,0,6.0,1,20,0,3,2,11,12,5.0,3.0,8,0,2,1,2,2,6,3,0,0,0,3,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,5.0,6.0,2,2,0,0,2,4
PIFBSHU,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1.0,1.0,0,,2,2,2,2,2,2,0,0,6.0,2,11,1,5,4,8,12,8.0,8.0,9,2,7,5,7,5,8,3,0,0,0,4,9.0,4.0,7.0,4.0,3.0,4.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,2,1,0,4,2,2
TBFNZUB,1,1,2,2,3,1,3,2,2,2,2,2,1,0,0,0,0,1,2,3,1,0,1,1,1,1,0,0,2,0,1,1,0,0,1,1,1.0,1.0,1,2.0,2,3,3,3,2,2,1,1,6.0,2,2,1,3,2,0,12,6.0,6.0,8,3,7,5,7,5,8,3,0,0,0,3,1.0,4.0,6.0,8.0,5.0,6.0,6.0,1.0,1.0,5.0,8.0,8.0,9.0,5.0,4.0,2,1,1,4,2,3
DZLEKBC,1,2,3,2,1,2,2,1,0,1,2,2,2,0,0,1,1,0,2,3,1,1,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,3,3,0,0,6.0,2,11,1,4,2,0,12,6.0,6.0,10,4,7,5,7,5,8,3,0,0,1,3,4.0,7.0,1.0,3.0,5.0,2.0,1.0,1.0,5.0,7.0,1.0,7.0,1.0,5.0,1.0,3,0,0,4,1,4
HZZZVSE,1,1,2,2,3,2,2,3,2,2,3,2,1,0,1,0,0,0,1,3,1,1,1,1,1,1,1,1,3,1,0,1,0,1,0,1,1.0,1.0,1,2.0,3,3,3,3,3,3,0,0,6.0,1,2,0,6,4,2,12,4.0,4.0,6,10,5,5,7,5,5,3,0,1,0,2,3.0,1.0,5.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,5.0,1,2,0,3,2,4
HRGZKTP,1,2,3,2,2,1,1,1,2,2,3,3,1,0,1,0,0,0,2,2,0,1,0,1,0,0,0,0,2,1,1,1,0,0,0,0,,2.0,1,2.0,3,3,3,3,2,3,0,0,6.0,2,13,1,1,2,0,12,4.0,4.0,8,3,7,5,7,5,6,3,0,0,0,1,1.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,6.0,6.0,4.0,2,1,0,4,1,2
FATROIF,0,1,2,2,2,1,1,2,2,1,3,1,0,1,1,1,2,2,1,2,0,1,0,1,1,0,0,0,3,1,1,0,1,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,3,0,0,6.0,1,7,0,6,2,5,12,3.0,7.0,7,6,7,5,7,5,5,3,0,0,0,1,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,2,1,1,4,2,2
CNKJENV,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,0,0,0,1,1,0,1,1.0,1.0,1,1.0,2,2,2,2,2,3,1,1,0.0,1,2,0,5,2,2,12,7.0,5.0,9,1,7,5,7,5,8,3,0,0,0,2,3.0,1.0,7.0,6.0,1.0,1.0,7.0,6.0,2.0,2.0,7.0,10.0,10.0,8.0,5.0,2,1,0,4,2,4
MUTKIIL,1,1,2,2,2,2,3,2,1,1,3,1,2,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,1,1,0,1,0,0,1,2.0,1.0,1,2.0,3,3,3,3,2,2,0,0,5.0,3,20,0,4,2,7,12,4.0,5.0,6,9,7,5,7,5,6,3,0,0,1,3,7.0,8.0,2.0,3.0,3.0,1.0,3.0,3.0,9.0,9.0,5.0,7.0,4.0,7.0,1.0,2,0,0,4,2,4
EJSFCZQ,1,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,3,1,1,1,1,1,1,1,1,3,1,1,1,0,1,0,1,1.0,2.0,1,2.0,3,3,3,3,3,3,0,0,5.0,3,1,1,8,0,7,12,5.0,5.0,6,0,7,5,7,5,8,3,0,0,1,3,4.0,7.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,4.0,4.0,4.0,7.0,1.0,3,0,0,4,2,4
PEXGZGS,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1.0,2.0,0,,2,2,2,2,2,2,1,1,2.0,2,1,0,4,2,5,12,6.0,6.0,7,8,6,5,6,5,8,3,1,0,1,3,3.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1,1,0,1,1,4
GQWKXTF,1,0,0,2,2,1,1,2,2,1,1,2,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,,0.0,1,0.0,1,1,1,1,1,1,0,0,5.0,2,1,0,7,0,5,12,4.0,5.0,6,0,7,5,7,5,8,3,1,0,1,3,3.0,4.0,4.0,5.0,8.0,3.0,5.0,5.0,7.0,6.0,8.0,6.0,5.0,2.0,1.0,3,0,1,4,3,3
IQYDDPH,1,1,2,2,2,1,1,1,1,1,2,1,0,1,0,0,0,0,2,2,1,0,1,1,1,1,0,0,2,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,2,2,2,0,0,6.0,1,3,0,4,2,8,12,2.0,2.0,6,6,7,5,7,5,6,3,0,0,1,2,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,4.0,2,1,0,2,2,3
TXRHCOC,1,1,2,2,2,1,1,1,1,3,3,1,1,0,1,1,0,0,2,2,1,0,1,1,1,0,0,0,3,0,1,1,0,0,0,1,1.0,1.0,1,1.0,3,3,3,2,2,3,1,1,6.0,1,20,1,3,3,1,12,5.0,8.0,8,9,6,5,7,5,6,3,0,0,1,3,2.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,5.0,9.0,7.0,3.0,1.0,3,0,0,4,1,3
IFDAFLH,1,1,1,2,2,3,2,2,1,2,3,3,2,0,1,0,0,0,2,3,0,0,1,1,0,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,3,1,0,4.0,2,11,1,1,3,0,12,5.0,5.0,9,9,7,5,7,5,6,3,0,0,1,2,3.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,7.0,7.0,2.0,3,0,1,4,2,2
KANGIHT,0,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,0,0,0,0,1,0,0,1,2,1,1,1,0,1,0,0,1.0,1.0,0,,2,2,2,2,2,2,0,0,6.0,1,5,1,6,3,14,12,4.0,5.0,9,9,5,5,5,5,8,3,0,0,0,3,5.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1,1,0,3,2,0
LWKZXJH,1,1,2,1,2,1,1,1,1,2,3,2,0,0,1,0,0,0,3,3,1,1,1,0,1,0,1,0,2,0,1,0,0,1,1,1,1.0,2.0,0,,1,1,1,0,1,2,0,0,6.0,3,11,0,5,2,2,12,6.0,5.0,8,1,6,5,6,5,8,3,0,0,0,3,1.0,5.0,5.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,9.0,3.0,2,1,0,3,2,3
OJCLMYX,1,1,2,2,2,2,2,2,1,2,3,2,1,0,0,0,0,0,2,3,1,0,1,0,1,1,0,0,3,0,1,1,0,1,0,1,2.0,2.0,0,,3,3,3,3,3,2,1,1,6.0,1,20,0,3,2,0,12,3.0,3.0,6,9,7,5,7,5,6,3,0,0,0,3,9.0,5.0,10.0,5.0,1.0,5.0,8.0,5.0,1.0,6.0,8.0,8.0,8.0,8.0,2.0,3,0,0,3,2,2
FGEKUJZ,1,1,2,2,2,1,2,2,2,1,3,2,2,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,1.0,1,2.0,3,2,2,2,2,2,0,0,6.0,2,14,0,2,3,0,12,6.0,6.0,9,2,7,5,7,5,6,3,0,0,0,2,1.0,4.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,6.0,1.0,1.0,3,0,0,3,2,4
EMPKDSJ,1,1,2,2,2,1,2,2,2,2,2,2,1,0,1,1,0,0,1,2,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,1,1.0,2.0,1,,2,3,3,2,2,2,0,1,0.0,0,13,1,8,3,14,12,7.0,7.0,10,1,6,5,6,5,7,3,0,0,1,3,3.0,1.0,9.0,7.0,6.0,1.0,5.0,5.0,1.0,3.0,8.0,9.0,8.0,9.0,7.0,2,1,0,3,2,3
VFCIPSQ,1,1,2,3,2,1,1,2,2,2,2,2,2,0,0,1,1,1,2,3,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1.0,1.0,0,,0,1,2,1,3,2,1,0,6.0,0,2,0,7,2,4,12,1.0,1.0,7,7,0,5,0,5,0,3,1,1,1,0,9.0,2.0,2.0,4.0,3.0,4.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1,1,0,1,0,2
KSLAAOR,1,1,2,1,2,2,2,1,0,1,2,2,1,1,1,0,0,0,1,2,1,1,1,1,1,1,0,1,2,0,1,1,0,0,1,0,,2.0,0,,2,2,2,2,2,2,0,0,2.0,2,18,0,4,2,5,12,5.0,5.0,7,0,7,5,7,5,8,3,0,0,0,3,1.0,3.0,3.0,8.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,10.0,5.0,1.0,2,1,0,3,2,4
XHGKUNH,1,1,3,2,2,1,2,1,1,1,2,1,2,0,1,0,0,0,3,3,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,1,1.0,2.0,1,2.0,3,2,3,1,2,2,1,1,2.0,2,11,0,2,2,2,12,6.0,5.0,9,9,7,5,7,5,6,3,0,0,0,3,3.0,5.0,4.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,4.0,7.0,8.0,5.0,3.0,2,0,0,4,2,3
EXTFXJI,1,1,2,2,1,2,2,2,0,1,2,2,2,1,1,0,0,0,2,3,1,1,1,1,1,0,1,0,3,1,1,0,1,0,0,1,1.0,2.0,1,2.0,3,3,2,2,2,2,0,0,2.0,2,3,1,0,2,0,12,5.0,5.0,8,4,0,5,0,5,6,3,0,0,1,3,1.0,6.0,1.0,4.0,7.0,4.0,2.0,2.0,7.0,6.0,4.0,5.0,4.0,6.0,2.0,1,0,0,4,2,4
YKQRYZN,1,2,3,2,2,2,3,2,3,3,3,3,2,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,3,1,1,1,0,0,0,1,2.0,2.0,1,2.0,3,3,3,2,3,3,0,0,5.0,3,2,1,6,3,10,12,10.0,10.0,5,5,7,5,7,5,6,3,0,0,0,3,4.0,8.0,1.0,1.0,5.0,6.0,1.0,1.0,10.0,10.0,1.0,6.0,1.0,10.0,1.0,3,0,0,4,2,4
MSKAEQE,1,1,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,3.0,,1,,3,3,3,3,3,3,1,1,6.0,0,1,0,7,2,8,12,1.0,1.0,7,6,5,5,1,5,7,3,0,0,0,0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,7.0,10.0,5.0,5.0,2,2,0,2,3,4
MDDZMQV,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,0,2,1,0,0,0,0,0,1,1.0,1.0,0,,2,2,2,2,2,2,1,1,6.0,2,2,0,4,2,0,12,6.0,6.0,10,4,6,5,7,5,7,3,0,0,0,4,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,2,1,0,4,2,4
ZBGWZYP,1,1,2,1,1,2,3,2,1,1,3,3,2,0,0,0,0,0,2,2,1,1,1,0,1,1,0,1,3,0,1,1,1,0,0,0,,2.0,0,,3,3,3,3,3,2,0,0,0.0,0,11,0,5,2,6,12,5.0,5.0,9,0,7,5,7,5,5,3,0,0,1,3,9.0,1.0,10.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,10.0,10.0,10.0,8.0,8.0,2,1,0,2,2,3
NFAHBBO,1,2,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,0,2,2,1,1,1,1,1,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,3,2,3,0,0,6.0,2,3,1,4,3,14,12,5.0,5.0,1,3,7,5,7,5,8,3,0,0,0,3,4.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,7.0,1.0,5.0,1.0,5.0,5.0,3,0,1,4,2,4
WPZSUXL,1,1,2,1,2,2,2,2,1,1,2,2,2,0,1,0,0,0,1,2,1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,1,1.0,2.0,1,2.0,3,2,2,3,2,2,0,0,6.0,1,2,1,6,2,14,12,8.0,8.0,2,2,7,5,7,5,6,3,0,0,0,3,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,7.0,5.0,8.0,7.0,8.0,8.0,5.0,2,1,0,0,2,4
GFTJEWM,1,1,2,2,1,2,3,2,2,1,2,1,1,2,1,2,0,1,2,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,2.0,2.0,1,1.0,2,1,1,2,2,2,0,0,5.0,2,13,1,2,4,7,12,5.0,6.0,6,8,7,5,7,5,8,3,0,0,0,2,1.0,7.0,5.0,4.0,6.0,9.0,4.0,5.0,9.0,9.0,8.0,7.0,7.0,8.0,2.0,3,1,1,4,0,4
QTWBDVL,1,2,3,2,2,2,2,2,1,1,2,1,1,0,0,1,0,0,2,2,1,1,1,1,1,1,0,1,3,1,1,1,0,0,0,1,2.0,2.0,1,2.0,3,2,3,2,2,2,0,0,1.0,2,5,1,9,2,14,12,5.0,6.0,8,9,7,5,7,5,5,3,0,0,1,1,4.0,6.0,1.0,1.0,4.0,7.0,2.0,1.0,5.0,9.0,1.0,3.0,1.0,7.0,1.0,3,0,0,4,1,4
XHOTAVW,1,1,2,2,2,2,3,2,1,1,2,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,1,1,0,0,1,1,3.0,,1,,3,3,3,3,3,3,1,1,6.0,3,20,0,9,2,14,12,5.0,6.0,6,8,7,5,7,5,7,3,0,0,0,3,1.0,7.0,1.0,3.0,2.0,2.0,1.0,1.0,9.0,8.0,5.0,4.0,7.0,9.0,4.0,3,0,1,4,1,1
XMNKMFR,1,1,2,2,2,1,1,1,1,1,3,2,1,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,3,2,2,2,0,0,6.0,2,20,1,2,3,0,12,3.0,3.0,8,10,7,5,7,5,6,3,0,0,0,3,3.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,2,0,0,4,2,4
IOGBPSA,0,1,3,2,2,1,2,2,1,1,3,3,2,0,1,1,0,0,2,2,1,0,1,0,1,0,1,0,2,1,1,1,0,0,0,1,,2.0,1,2.0,2,3,3,2,2,2,0,0,0.0,0,20,1,4,4,0,12,5.0,5.0,8,10,0,5,0,5,0,3,0,0,1,2,1.0,1.0,5.0,7.0,1.0,1.0,5.0,5.0,1.0,1.0,6.0,6.0,7.0,5.0,3.0,2,0,1,3,2,2
BKDMOQH,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,0,1,1,2,1,1,0,0,1,0,0,0,2,1,0,1,0,1,1,1,,1.0,0,,2,2,3,2,2,2,0,0,6.0,3,3,0,9,4,5,12,4.0,5.0,7,8,0,5,0,5,0,3,0,0,1,1,4.0,8.0,3.0,4.0,4.0,2.0,1.0,1.0,8.0,8.0,6.0,5.0,4.0,10.0,2.0,1,1,1,4,1,2
SLVGNYM,1,1,3,2,2,1,3,2,2,1,3,1,2,2,1,2,2,0,2,3,1,0,1,1,1,0,0,0,3,1,0,1,0,0,0,0,,1.0,0,,3,3,3,3,2,3,0,0,6.0,2,20,1,6,2,7,12,6.0,5.0,8,9,7,5,7,5,8,3,0,0,1,3,3.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,7.0,8.0,3.0,1.0,1.0,10.0,1.0,2,0,0,4,1,3
XMDVSZT,0,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,0,1,1,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,6.0,0,1,1,6,0,6,12,7.0,7.0,9,0,7,5,7,5,8,3,0,0,1,2,2.0,4.0,9.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,9.0,7.0,8.0,3.0,2,1,1,3,1,2
FAQGBEY,0,1,2,3,3,1,1,3,3,3,3,3,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,1,,2.0,1,2.0,2,2,2,2,2,2,1,1,6.0,2,10,1,0,3,0,12,10.0,10.0,5,5,0,5,0,5,6,3,0,0,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3,0,0,2,0,2
ZSWMVOZ,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,1.0,1.0,0,,2,2,2,2,2,2,0,0,6.0,2,11,1,3,2,0,12,8.0,7.0,9,3,7,5,7,5,8,3,0,0,0,1,5.0,4.0,7.0,3.0,4.0,3.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,5.0,3.0,2,1,0,4,2,0
TWGTPJH,1,3,3,3,3,2,3,3,2,3,3,3,2,0,0,0,0,0,2,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,2.0,0,,3,3,3,3,2,3,0,0,6.0,2,7,0,3,2,5,12,2.0,3.0,7,8,7,5,6,5,8,3,0,0,0,1,3.0,7.0,3.0,4.0,5.0,5.0,4.0,3.0,9.0,7.0,3.0,4.0,2.0,10.0,5.0,2,1,0,4,2,4
QJBBQTV,1,1,2,2,2,1,1,1,1,2,2,2,1,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,1,1.0,1.0,1,1.0,2,2,2,2,2,2,1,0,6.0,1,10,0,4,4,5,12,1.0,2.0,7,8,7,5,7,5,8,3,0,0,0,2,3.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,6.0,5.0,3.0,2,1,1,4,2,4
FKPFSZJ,1,1,2,2,3,1,2,2,2,2,3,2,2,0,1,0,0,1,2,2,1,1,1,1,1,1,1,1,3,1,0,0,0,1,1,1,1.0,2.0,0,,3,3,3,3,3,2,0,0,6.0,1,14,1,5,2,10,12,6.0,6.0,9,0,7,5,7,5,7,3,0,0,0,3,3.0,4.0,6.0,7.0,1.0,1.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,4.0,3.0,3,2,0,4,2,4
RLZXFMY,1,1,3,2,2,1,2,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,2,1,1,0,0,0,0,1,1.0,2.0,1,1.0,2,2,2,2,2,2,1,1,1.0,2,20,1,3,2,2,12,5.0,5.0,8,1,7,5,7,5,6,3,0,0,0,3,4.0,6.0,1.0,2.0,9.0,4.0,3.0,1.0,8.0,8.0,2.0,6.0,1.0,7.0,1.0,3,0,1,4,2,3
